date,year,month,week,day_of_week,account,category,sub_category,type,user,amount
2023-01-07,2023,2023-07,2023-W26,Saturday,Anirban-SBI,Gifts & Donations,Temple,Offering during Puja,Anirban,715.63
2023-01-07,2023,2023-07,2023-W26,Saturday,Puspita-SBI,Health,Doctor Visit,Visit to Gynecologist,Puspita,970.08
2023-01-07,2023,2023-07,2023-W26,Saturday,Anirban-ICICI,Gifts & Donations,Charity,Local Charity Drive,Anirban,621.45
2023-01-07,2023,2023-07,2023-W26,Saturday,Puspita-SBI,Entertainment,Games,Escape Room Activity,Puspita,1012.34
2023-01-07,2023,2023-07,2023-W26,Saturday,Anirban-SBI,Household,Car Maintenance,Car Wash & Polish,Anirban,8398.91
2023-01-07,2023,2023-07,2023-W26,Saturday,Anirban-SBI,Travel,Parking Fee,Airport Parking Fee,Anirban,60.48
2023-02-07,2023,2023-07,2023-W26,Sunday,Anirban-SBI,Household,Furniture,Dining Table Repair,Anirban,17230.67
2023-02-07,2023,2023-07,2023-W26,Sunday,Puspita-SBI,Travel,Day Trip,Shivanasamudra Falls Trip,Puspita,4251.53
2023-02-07,2023,2023-07,2023-W26,Sunday,Puspita-Bandhan,Travel,Day Trip,Shivanasamudra Falls Trip,Puspita,3946.67
2023-02-07,2023,2023-07,2023-W26,Sunday,Anirban-ICICI,Grocery,Local Store,Bread/Eggs from Local Store,Anirban,725.26
2023-02-07,2023,2023-07,2023-W26,Sunday,Anirban-ICICI,Household,Ironing,Local Presswala Bill,Anirban,158.2
2023-02-07,2023,2023-07,2023-W26,Sunday,Anirban-ICICI,Grocery,Zepto,Late night Zepto delivery,Anirban,1114.88
2023-03-07,2023,2023-07,2023-W27,Monday,Anirban-ICICI,Health,Health Checkup,Preventive Health Test,Anirban,8336.3
2023-03-07,2023,2023-07,2023-W27,Monday,Anirban-ICICI,Health,Doctor Visit,Visit to Specialist,Anirban,1128.55
2023-03-07,2023,2023-07,2023-W27,Monday,Anirban-ICICI,Travel,Day Trip,Nandi Hills Trip Expense,Anirban,3293.04
2023-03-07,2023,2023-07,2023-W27,Monday,Anirban-ICICI,Travel,Cab,Ola from Office,Anirban,1107.14
2023-04-07,2023,2023-07,2023-W27,Tuesday,Puspita-SBI,Travel,Flight,Air India - Chennai,Puspita,5433.87
2023-04-07,2023,2023-07,2023-W27,Tuesday,Anirban-ICICI,Household,Ironing,Shirt/Pant Press,Anirban,79.92
2023-04-07,2023,2023-07,2023-W27,Tuesday,Anirban-ICICI,Shopping,Amazon,Amazon - PC Accessory,Anirban,9242.15
2023-04-07,2023,2023-07,2023-W27,Tuesday,Puspita-SBI,Beauty,Meesho,Meesho Beauty Find,Puspita,299.7
2023-04-07,2023,2023-07,2023-W27,Tuesday,Anirban-ICICI,Household,Appliance Repair,Microwave Repair,Anirban,2029.32
2023-05-07,2023,2023-07,2023-W27,Wednesday,Anirban-ICICI,Investment,SIP,Monthly SIP Investment,Anirban,3000.0
2023-05-07,2023,2023-07,2023-W27,Wednesday,Puspita-SBI,Shopping,Nykaa,Nykaa - Accessories,Puspita,4038.45
2023-05-07,2023,2023-07,2023-W27,Wednesday,Anirban-ICICI,Restaurant,Dine-in,Weekend Brunch @ Toit,Anirban,2675.17
2023-10-07,2023,2023-07,2023-W28,Monday,Anirban-ICICI,Insurance Premium,ULIP,Monthly ULIP Premium,Anirban,4000.0
2023-07-01,2023,2023-07,2023-W28,Saturday,Anirban-ICICI,Insurance Premium,Health Insurance,Monthly Health Insurance Premium,Anirban,1200.0
2023-01-08,2023,2023-08,2023-W31,Tuesday,Anirban-ICICI,Rent,House Rent,Monthly House Rent Payment,Anirban,30000.0
2023-01-08,2023,2023-08,2023-W31,Tuesday,Puspita-SBI,Household,Maid,Monthly Maid Salary,Puspita,2500.0
2023-01-08,2023,2023-08,2023-W31,Tuesday,Anirban-ICICI,Household,Pest Control,Termite Control,Anirban,1998.13
2023-01-08,2023,2023-08,2023-W31,Tuesday,Puspita-SBI,Gifts & Donations,Friends,Gift for Friend's Baby,Puspita,1147.73
2023-01-08,2023,2023-08,2023-W31,Tuesday,Puspita-SBI,Health,Health Checkup,Preventive Screening,Puspita,2606.71
2023-01-08,2023,2023-08,2023-W31,Tuesday,Anirban-SBI,Travel,Train,Vande Bharat Ticket,Anirban,1163.96
2023-01-08,2023,2023-08,2023-W31,Tuesday,Anirban-SBI,Gifts & Donations,Temple,Temple Donation Box,Anirban,345.14
2023-01-08,2023,2023-08,2023-W31,Tuesday,Puspita-SBI,Travel,Day Trip,Snacks during Day Trip,Puspita,2134.02
2023-02-08,2023,2023-08,2023-W31,Wednesday,Puspita-SBI,Beauty,Nykaa,Nykaa Skincare Order,Puspita,4684.29
2023-02-08,2023,2023-08,2023-W31,Wednesday,Anirban-ICICI,Household,Plumbing,Water Heater Plumbing,Anirban,1285.21
2023-02-08,2023,2023-08,2023-W31,Wednesday,Puspita-SBI,Grocery,Other,Meat Shop Bill,Puspita,440.44
2023-02-08,2023,2023-08,2023-W31,Wednesday,Puspita-SBI,Restaurant,Food Delivery,Zomato - Pasta,Puspita,1259.2
2023-02-08,2023,2023-08,2023-W31,Wednesday,Anirban-SBI,Travel,Day Trip,Nandi Hills Trip Expense,Anirban,1394.62
2023-02-08,2023,2023-08,2023-W31,Wednesday,Anirban-ICICI,Health,Lab Test,Test at Metropolis,Anirban,937.32
2023-03-08,2023,2023-08,2023-W31,Thursday,Puspita-SBI,Household,Furniture,Mattress Purchase,Puspita,10197.88
2023-03-08,2023,2023-08,2023-W31,Thursday,Puspita-SBI,Grocery,Amazon,Snacks from Amazon,Puspita,3500.45
2023-03-08,2023,2023-08,2023-W31,Thursday,Anirban-SBI,Travel,Train,IRCTC Booking - Chennai,Anirban,405.16
2023-03-08,2023,2023-08,2023-W31,Thursday,Anirban-ICICI,Household,Car Maintenance,Car Servicing,Anirban,8934.1
2023-03-08,2023,2023-08,2023-W31,Thursday,Anirban-ICICI,Household,Bike Maintenance,Oil Change,Anirban,625.02
2023-04-08,2023,2023-08,2023-W31,Friday,Puspita-SBI,Travel,Flight,Vistara Flight,Puspita,3819.12
2023-04-08,2023,2023-08,2023-W31,Friday,Anirban-ICICI,Grocery,Zepto,Late night Zepto delivery,Anirban,1166.49
2023-04-08,2023,2023-08,2023-W31,Friday,Puspita-SBI,Grocery,Amazon,Amazon Pantry Order,Puspita,2094.01
2023-04-08,2023,2023-08,2023-W31,Friday,Puspita-SBI,Grocery,Amazon,Cleaning Supplies - Amazon,Puspita,1902.35
2023-04-08,2023,2023-08,2023-W31,Friday,Anirban-ICICI,Entertainment,Concerts,Standup Comedy Show,Anirban,2117.1
2023-05-08,2023,2023-08,2023-W31,Saturday,Anirban-ICICI,Investment,SIP,Monthly SIP Investment,Anirban,3000.0
2023-05-08,2023,2023-08,2023-W31,Saturday,Puspita-SBI,Shopping,Nykaa,Innerwear from Nykaa,Puspita,5664.18
2023-05-08,2023,2023-08,2023-W31,Saturday,Puspita-SBI,Education,Workshops,Art Workshop Fee,Puspita,882.52
2023-05-08,2023,2023-08,2023-W31,Saturday,Anirban-SBI,Travel,Flight,Air India - Mumbai,Anirban,10281.44
2023-06-08,2023,2023-08,2023-W31,Sunday,Anirban-SBI,Education,Books,Magazine Subscription,Anirban,1660.74
2023-06-08,2023,2023-08,2023-W31,Sunday,Puspita-SBI,Household,Electrical Repairs,Tube Light Replacement,Puspita,1233.66
2023-06-08,2023,2023-08,2023-W31,Sunday,Anirban-SBI,Education,Workshops,Conference Registration,Anirban,2856.99
2023-07-08,2023,2023-08,2023-W32,Monday,Anirban-ICICI,Gifts & Donations,Temple,Special Puja Contribution,Anirban,578.96
2023-07-08,2023,2023-08,2023-W32,Monday,Puspita-SBI,Gifts & Donations,Friends,Friend's Wedding Gift,Puspita,1665.66
2023-07-08,2023,2023-08,2023-W32,Monday,Puspita-Bandhan,Travel,Cab,Rapido to Station,Puspita,704.35
2023-07-08,2023,2023-08,2023-W32,Monday,Puspita-Bandhan,Beauty,Purplle,Purplle Skincare Combo,Puspita,1636.31
2023-08-08,2023,2023-08,2023-W32,Tuesday,Puspita-SBI,Health,Medicines,Pharmacy Bill - Apollo,Puspita,2814.92
2023-09-08,2023,2023-08,2023-W32,Wednesday,Anirban-SBI,Shopping,Lifestyle,Lifestyle Home Item,Anirban,3655.42
2023-10-08,2023,2023-08,2023-W32,Thursday,Anirban-ICICI,Insurance Premium,ULIP,Monthly ULIP Premium,Anirban,4000.0
2023-08-01,2023,2023-08,2023-W33,Tuesday,Anirban-ICICI,Insurance Premium,Health Insurance,Monthly Health Insurance Premium,Anirban,1200.0
2023-01-09,2023,2023-09,2023-W35,Friday,Anirban-ICICI,Rent,House Rent,Monthly House Rent Payment,Anirban,30000.0
2023-01-09,2023,2023-09,2023-W35,Friday,Puspita-SBI,Household,Maid,Monthly Maid Salary,Puspita,2500.0
2023-01-09,2023,2023-09,2023-W35,Friday,Anirban-ICICI,Shopping,Lifestyle,Lifestyle Store - Formal Wear,Anirban,836.17
2023-01-09,2023,2023-09,2023-W35,Friday,Anirban-ICICI,Shopping,Myntra,Myntra - Ethnic Kurta,Anirban,1762.64
2023-02-09,2023,2023-09,2023-W35,Saturday,Puspita-SBI,Travel,Cab,Ola to Friend's Place,Puspita,949.66
2023-02-09,2023,2023-09,2023-W35,Saturday,Puspita-Bandhan,Beauty,Purplle,Imported Brand - Purplle,Puspita,2968.86
2023-02-09,2023,2023-09,2023-W35,Saturday,Anirban-ICICI,Household,Kitchen Tools,Storage Containers,Anirban,1169.83
2023-02-09,2023,2023-09,2023-W35,Saturday,Puspita-SBI,Restaurant,Snacks,Snacks from Nagarjuna,Puspita,163.02
2023-02-09,2023,2023-09,2023-W35,Saturday,Anirban-ICICI,Restaurant,Snacks,Puffs from Iyengar Bakery,Anirban,369.6
2023-02-09,2023,2023-09,2023-W35,Saturday,Anirban-SBI,Travel,Day Trip,Fuel for Day Trip,Anirban,1878.09
2023-02-09,2023,2023-09,2023-W35,Saturday,Puspita-SBI,Grocery,Amazon,Snacks from Amazon,Puspita,3967.24
2023-03-09,2023,2023-09,2023-W35,Sunday,Puspita-SBI,Restaurant,Takeaway,Weekend Food Parcel,Puspita,1377.86
2023-03-09,2023,2023-09,2023-W35,Sunday,Puspita-SBI,Travel,Commute,Scooter Fuel,Puspita,134.68
2023-03-09,2023,2023-09,2023-W35,Sunday,Puspita-SBI,Household,Cleaning,Balcony Cleaning,Puspita,1046.11
2023-03-09,2023,2023-09,2023-W35,Sunday,Puspita-Bandhan,Beauty,Skincare,Clinique Moisturizer,Puspita,1804.57
2023-03-09,2023,2023-09,2023-W35,Sunday,Puspita-SBI,Shopping,Purple,Purplle Fashion Item,Puspita,3589.48
2023-03-09,2023,2023-09,2023-W35,Sunday,Puspita-SBI,Restaurant,Dine-in,Family Dinner Out,Puspita,1968.96
2023-04-09,2023,2023-09,2023-W36,Monday,Anirban-ICICI,Health,Doctor Visit,Visit to Specialist,Anirban,590.12
2023-05-09,2023,2023-09,2023-W36,Tuesday,Anirban-ICICI,Investment,SIP,Monthly SIP Investment,Anirban,3000.0
2023-05-09,2023,2023-09,2023-W36,Tuesday,Puspita-SBI,Household,Ironing,Kurti Press,Puspita,268.27
2023-05-09,2023,2023-09,2023-W36,Tuesday,Puspita-SBI,Shopping,Myntra,Shoes from Myntra,Puspita,7605.58
2023-05-09,2023,2023-09,2023-W36,Tuesday,Anirban-ICICI,Household,Kitchen Tools,New Pan/Tawa,Anirban,473.2
2023-05-09,2023,2023-09,2023-W36,Tuesday,Puspita-SBI,Gifts & Donations,Charity,Donation - Child Education,Puspita,1137.99
2023-05-09,2023,2023-09,2023-W36,Tuesday,Anirban-SBI,Travel,Day Trip,Fuel for Day Trip,Anirban,2491.51
2023-05-09,2023,2023-09,2023-W36,Tuesday,Puspita-SBI,Restaurant,Snacks,Snacks from Nagarjuna,Puspita,185.42
2023-06-09,2023,2023-09,2023-W36,Wednesday,Puspita-SBI,Health,Health Checkup,Annual Checkup Package,Puspita,7418.06
2023-06-09,2023,2023-09,2023-W36,Wednesday,Anirban-ICICI,Travel,Hotel/Stay,Local Hotel Stay,Anirban,1922.03
2023-06-09,2023,2023-09,2023-W36,Wednesday,Anirban-ICICI,Household,Cleaning,Bathroom Deep Cleaning,Anirban,420.85
2023-07-09,2023,2023-09,2023-W36,Thursday,Anirban-SBI,Travel,Commute,Auto Rickshaw Fare,Anirban,134.95
2023-07-09,2023,2023-09,2023-W36,Thursday,Puspita-SBI,Grocery,Flipkart Grocery,FK Grocery Order,Puspita,2332.46
2023-07-09,2023,2023-09,2023-W36,Thursday,Anirban-SBI,Travel,Train,Train Platform Ticket,Anirban,2809.78
2023-08-09,2023,2023-09,2023-W36,Friday,Puspita-SBI,Travel,Vacation,Ooty Weekend Trip,Puspita,18427.64
2023-08-09,2023,2023-09,2023-W36,Friday,Puspita-SBI,Restaurant,Drinks,Drinks from Truffles,Puspita,464.1
2023-09-09,2023,2023-09,2023-W36,Saturday,Anirban-ICICI,Restaurant,Takeaway,Parcel from CTR,Anirban,1885.69
2023-09-09,2023,2023-09,2023-W36,Saturday,Puspita-SBI,Household,Pest Control,Rodent Control,Puspita,455.83
2023-09-09,2023,2023-09,2023-W36,Saturday,Puspita-SBI,Household,Bike Maintenance,Tyre Air Check,Puspita,885.71
2023-10-09,2023,2023-09,2023-W36,Sunday,Anirban-ICICI,Insurance Premium,ULIP,Monthly ULIP Premium,Anirban,4000.0
2023-10-09,2023,2023-09,2023-W36,Sunday,Puspita-Bandhan,Travel,Train,Train Food Purchase,Puspita,3350.94
2023-11-09,2023,2023-09,2023-W37,Monday,Anirban-ICICI,Shopping,Amazon,Amazon - Electronics Gadget,Anirban,8243.54
2023-09-01,2023,2023-09,2023-W37,Friday,Anirban-ICICI,Insurance Premium,Health Insurance,Monthly Health Insurance Premium,Anirban,1200.0
2023-09-06,2023,2023-09,2023-W38,Wednesday,Anirban-SBI,Insurance Premium,Life Insurance,Life Insurance Premium Payment,Anirban,55000.0
2023-01-10,2023,2023-10,2023-W39,Sunday,Anirban-ICICI,Rent,House Rent,Monthly House Rent Payment,Anirban,30000.0
2023-01-10,2023,2023-10,2023-W39,Sunday,Puspita-SBI,Household,Maid,Monthly Maid Salary,Puspita,2500.0
2023-01-10,2023,2023-10,2023-W39,Sunday,Puspita-SBI,Travel,Cab,Ola to Friend's Place,Puspita,393.13
2023-01-10,2023,2023-10,2023-W39,Sunday,Anirban-ICICI,Health,Health Checkup,Full Body Checkup,Anirban,6463.49
2023-01-10,2023,2023-10,2023-W39,Sunday,Anirban-ICICI,Grocery,Zepto,Zepto Snacks Order,Anirban,361.24
2023-01-10,2023,2023-10,2023-W39,Sunday,Anirban-ICICI,Restaurant,Dine-in,Weekend Brunch @ Toit,Anirban,2291.86
2023-02-10,2023,2023-10,2023-W40,Monday,Anirban-ICICI,Travel,Cab,Ola from Office,Anirban,1436.1
2023-02-10,2023,2023-10,2023-W40,Monday,Anirban-SBI,Gifts & Donations,Friends,Housewarming Present,Anirban,706.85
2023-03-10,2023,2023-10,2023-W40,Tuesday,Anirban-ICICI,Travel,Parking Fee,Orion Mall Parking,Anirban,230.09
2023-03-10,2023,2023-10,2023-W40,Tuesday,Puspita-SBI,Restaurant,Drinks,Fresh Juice Order,Puspita,135.61
2023-03-10,2023,2023-10,2023-W40,Tuesday,Anirban-ICICI,Restaurant,Drinks,Fresh Juice,Anirban,266.18
2023-03-10,2023,2023-10,2023-W40,Tuesday,Anirban-ICICI,Restaurant,Drinks,Fresh Juice,Anirban,452.63
2023-03-10,2023,2023-10,2023-W40,Tuesday,Anirban-SBI,Travel,Train,Vande Bharat Ticket,Anirban,2787.18
2023-03-10,2023,2023-10,2023-W40,Tuesday,Puspita-SBI,Grocery,BigBasket,BB Monthly Stockup,Puspita,1806.9
2023-03-10,2023,2023-10,2023-W40,Tuesday,Puspita-SBI,Beauty,Nykaa,Nykaa Skincare Order,Puspita,2882.78
2023-04-10,2023,2023-10,2023-W40,Wednesday,Anirban-ICICI,Restaurant,Dine-in,Weekend Brunch @ Toit,Anirban,600.03
2023-04-10,2023,2023-10,2023-W40,Wednesday,Anirban-ICICI,Household,Plumbing,Leaky Tap Fix,Anirban,559.75
2023-04-10,2023,2023-10,2023-W40,Wednesday,Anirban-ICICI,Gifts & Donations,Charity,Donation to PM Cares,Anirban,1861.63
2023-05-10,2023,2023-10,2023-W40,Thursday,Anirban-ICICI,Investment,SIP,Monthly SIP Investment,Anirban,3000.0
2023-05-10,2023,2023-10,2023-W40,Thursday,Puspita-SBI,Restaurant,Snacks,Snacks from Nagarjuna,Puspita,416.91
2023-05-10,2023,2023-10,2023-W40,Thursday,Puspita-Bandhan,Travel,Vacation,Food during Vacation,Puspita,17345.3
2023-05-10,2023,2023-10,2023-W40,Thursday,Puspita-SBI,Shopping,Amazon,Amazon Fashion,Puspita,4844.5
2023-05-10,2023,2023-10,2023-W40,Thursday,Puspita-SBI,Grocery,Flipkart Grocery,Flipkart Supermart,Puspita,2752.58
2023-06-10,2023,2023-10,2023-W40,Friday,Puspita-SBI,Entertainment,Movies,Movie Date Expense,Puspita,869.66
2023-06-10,2023,2023-10,2023-W40,Friday,Puspita-SBI,Household,Pest Control,Bed Bug Treatment,Puspita,1439.34
2023-06-10,2023,2023-10,2023-W40,Friday,Anirban-ICICI,Grocery,BigBasket,Fruits & Veggies - BB,Anirban,4124.14
2023-06-10,2023,2023-10,2023-W40,Friday,Anirban-ICICI,Shopping,Nykaa,NykaaMan - Grooming Kit,Anirban,3366.69
2023-07-10,2023,2023-10,2023-W40,Saturday,Puspita-SBI,Shopping,Flipkart,Flipkart - Clothing,Puspita,977.32
2023-07-10,2023,2023-10,2023-W40,Saturday,Anirban-SBI,Shopping,Max,Max Sports Item,Anirban,3051.03
2023-07-10,2023,2023-10,2023-W40,Saturday,Anirban-ICICI,Household,Car Maintenance,AC Gas Refill,Anirban,3153.53
2023-07-10,2023,2023-10,2023-W40,Saturday,Puspita-SBI,Household,Furniture,Mattress Purchase,Puspita,2848.8
2023-08-10,2023,2023-10,2023-W40,Sunday,Anirban-ICICI,Shopping,Nykaa,Nykaa - Gift for Wife,Anirban,4545.09
2023-08-10,2023,2023-10,2023-W40,Sunday,Puspita-SBI,Shopping,Amazon,Amazon Order - Electronics,Puspita,4348.61
2023-08-10,2023,2023-10,2023-W40,Sunday,Anirban-ICICI,Waste,Alcohol,Wine Shop Bill,Anirban,2718.22
2023-08-10,2023,2023-10,2023-W40,Sunday,Puspita-SBI,Travel,Day Trip,Entry Fees,Puspita,2912.65
2023-08-10,2023,2023-10,2023-W40,Sunday,Puspita-SBI,Grocery,Local Store,Nearby Store - Veggies,Puspita,403.58
2023-09-10,2023,2023-10,2023-W41,Monday,Puspita-SBI,Grocery,BigBasket,BB Monthly Stockup,Puspita,2959.52
2023-10-10,2023,2023-10,2023-W41,Tuesday,Anirban-ICICI,Insurance Premium,ULIP,Monthly ULIP Premium,Anirban,4000.0
2023-10-01,2023,2023-10,2023-W41,Sunday,Anirban-ICICI,Insurance Premium,Health Insurance,Monthly Health Insurance Premium,Anirban,1200.0
2023-01-11,2023,2023-11,2023-W44,Wednesday,Anirban-ICICI,Rent,House Rent,Monthly House Rent Payment,Anirban,30000.0
2023-01-11,2023,2023-11,2023-W44,Wednesday,Puspita-SBI,Household,Maid,Monthly Maid Salary,Puspita,2500.0
2023-01-11,2023,2023-11,2023-W44,Wednesday,Anirban-SBI,Shopping,Amazon,Amazon Pantry Addon,Anirban,7791.06
2023-01-11,2023,2023-11,2023-W44,Wednesday,Anirban-ICICI,Health,Doctor Visit,Consultation @ Local GP,Anirban,931.76
2023-01-11,2023,2023-11,2023-W44,Wednesday,Puspita-SBI,Beauty,Makeup,Eye Makeup Kit,Puspita,3115.81
2023-01-11,2023,2023-11,2023-W44,Wednesday,Puspita-SBI,Shopping,Nykaa,Nykaa Handbag,Puspita,1802.73
2023-02-11,2023,2023-11,2023-W44,Thursday,Puspita-SBI,Gifts & Donations,Family,Birthday Gift - Niece/Nephew,Puspita,2249.13
2023-02-11,2023,2023-11,2023-W44,Thursday,Anirban-ICICI,Health,Doctor Visit,Visit to Specialist,Anirban,999.51
2023-02-11,2023,2023-11,2023-W44,Thursday,Anirban-ICICI,Shopping,Lifestyle,Lifestyle Home Centre,Anirban,6925.05
2023-02-11,2023,2023-11,2023-W44,Thursday,Anirban-SBI,Household,Kitchen Tools,Cutlery Set,Anirban,2783.19
2023-03-11,2023,2023-11,2023-W44,Friday,Anirban-SBI,Shopping,Myntra,Myntra T-Shirt Order,Anirban,9930.26
2023-04-11,2023,2023-11,2023-W44,Saturday,Puspita-SBI,Travel,Day Trip,Entry Fees,Puspita,3384.22
2023-04-11,2023,2023-11,2023-W44,Saturday,Puspita-SBI,Restaurant,Drinks,Coconut Water,Puspita,430.54
2023-04-11,2023,2023-11,2023-W44,Saturday,Puspita-SBI,Restaurant,Dine-in,Weekend Lunch,Puspita,1779.76
2023-04-11,2023,2023-11,2023-W44,Saturday,Anirban-ICICI,Travel,Train,IRCTC Booking - Chennai,Anirban,257.98
2023-05-11,2023,2023-11,2023-W44,Sunday,Anirban-ICICI,Investment,SIP,Monthly SIP Investment,Anirban,3000.0
2023-05-11,2023,2023-11,2023-W44,Sunday,Puspita-Bandhan,Travel,Flight,GoAir Booking - Home,Puspita,12424.79
2023-05-11,2023,2023-11,2023-W44,Sunday,Puspita-SBI,Travel,Hotel/Stay,Weekend Resort Stay,Puspita,1603.46
2023-05-11,2023,2023-11,2023-W44,Sunday,Anirban-SBI,Shopping,Lifestyle,Lifestyle Home Item,Anirban,11736.61
2023-06-11,2023,2023-11,2023-W45,Monday,Puspita-SBI,Travel,Commute,Metro Card Recharge - MG Road,Puspita,250.13
2023-06-11,2023,2023-11,2023-W45,Monday,Puspita-SBI,Gifts & Donations,Family,Birthday Gift - Niece/Nephew,Puspita,1978.65
2023-06-11,2023,2023-11,2023-W45,Monday,Anirban-ICICI,Household,Electrical Repairs,Switch Board Fix,Anirban,2351.58
2023-06-11,2023,2023-11,2023-W45,Monday,Anirban-ICICI,Household,Electrical Repairs,Fan Regulator Repair,Anirban,2363.11
2023-06-11,2023,2023-11,2023-W45,Monday,Anirban-ICICI,Waste,Alcohol,Beer Purchase,Anirban,626.84
2023-06-11,2023,2023-11,2023-W45,Monday,Anirban-ICICI,Travel,Hotel/Stay,OYO Stay - Weekend Trip,Anirban,2337.2
2023-07-11,2023,2023-11,2023-W45,Tuesday,Anirban-ICICI,Travel,Train,Train Platform Ticket,Anirban,1395.41
2023-07-11,2023,2023-11,2023-W45,Tuesday,Anirban-ICICI,Grocery,Zepto,Zepto Snacks Order,Anirban,1060.65
2023-08-11,2023,2023-11,2023-W45,Wednesday,Puspita-SBI,Shopping,Nykaa,Nykaa Fashion - Dress,Puspita,3785.28
2023-09-11,2023,2023-11,2023-W45,Thursday,Puspita-SBI,Shopping,Meesho,Meesho Find - Saree,Puspita,2850.14
2023-10-11,2023,2023-11,2023-W45,Friday,Anirban-ICICI,Insurance Premium,ULIP,Monthly ULIP Premium,Anirban,4000.0
2023-11-01,2023,2023-11,2023-W46,Wednesday,Anirban-ICICI,Insurance Premium,Health Insurance,Monthly Health Insurance Premium,Anirban,1200.0
2023-01-12,2023,2023-12,2023-W48,Friday,Anirban-ICICI,Rent,House Rent,Monthly House Rent Payment,Anirban,30000.0
2023-01-12,2023,2023-12,2023-W48,Friday,Puspita-SBI,Household,Maid,Monthly Maid Salary,Puspita,2500.0
2023-01-12,2023,2023-12,2023-W48,Friday,Anirban-ICICI,Health,Health Checkup,Annual Health Checkup Package,Anirban,5401.96
2023-01-12,2023,2023-12,2023-W48,Friday,Puspita-SBI,Education,Workshops,Attend Hobby Workshop,Puspita,1161.33
2023-01-12,2023,2023-12,2023-W48,Friday,Puspita-Bandhan,Beauty,Skincare,Kiehl's Serum,Puspita,4326.74
2023-01-12,2023,2023-12,2023-W48,Friday,Puspita-SBI,Household,Kitchen Tools,Serving Bowls,Puspita,2152.48
2023-01-12,2023,2023-12,2023-W48,Friday,Puspita-SBI,Entertainment,Games,Arcade Games,Puspita,1992.32
2023-01-12,2023,2023-12,2023-W48,Friday,Anirban-ICICI,Restaurant,Takeaway,Lunch Parcel,Anirban,2496.37
2023-01-12,2023,2023-12,2023-W48,Friday,Puspita-SBI,Household,Pest Control,PCI Service - Ants,Puspita,1650.47
2023-02-12,2023,2023-12,2023-W48,Saturday,Puspita-SBI,Restaurant,Food Delivery,Swiggy Order - Empire,Puspita,992.43
2023-02-12,2023,2023-12,2023-W48,Saturday,Puspita-SBI,Beauty,Salon,Waxing Service,Puspita,3689.2
2023-02-12,2023,2023-12,2023-W48,Saturday,Anirban-ICICI,Travel,Train,Tatkal Ticket - Mysore,Anirban,468.28
2023-02-12,2023,2023-12,2023-W48,Saturday,Anirban-ICICI,Travel,Commute,Auto Rickshaw Fare,Anirban,405.28
2023-02-12,2023,2023-12,2023-W48,Saturday,Puspita-Bandhan,Travel,Hotel/Stay,FabHotel Stay,Puspita,9496.75
2023-03-12,2023,2023-12,2023-W48,Sunday,Puspita-SBI,Grocery,Zepto,Zepto - Bread/Eggs,Puspita,255.21
2023-03-12,2023,2023-12,2023-W48,Sunday,Puspita-SBI,Household,Electrical Repairs,Tube Light Replacement,Puspita,734.93
2023-03-12,2023,2023-12,2023-W48,Sunday,Puspita-SBI,Household,Furniture,Mattress Purchase,Puspita,11219.15
2023-03-12,2023,2023-12,2023-W48,Sunday,Puspita-Bandhan,Beauty,Skincare,Clinique Moisturizer,Puspita,4453.36
2023-04-12,2023,2023-12,2023-W49,Monday,Puspita-SBI,Grocery,Flipkart Grocery,FK Grocery Order,Puspita,2747.93
2023-04-12,2023,2023-12,2023-W49,Monday,Puspita-SBI,Household,Appliance Repair,Geyser Service,Puspita,2473.34
2023-05-12,2023,2023-12,2023-W49,Tuesday,Anirban-ICICI,Investment,SIP,Monthly SIP Investment,Anirban,3000.0
2023-05-12,2023,2023-12,2023-W49,Tuesday,Puspita-SBI,Grocery,Local Store,Urgent item from corner store,Puspita,256.94
2023-05-12,2023,2023-12,2023-W49,Tuesday,Anirban-SBI,Travel,Train,Train Platform Ticket,Anirban,2697.67
2023-05-12,2023,2023-12,2023-W49,Tuesday,Puspita-SBI,Grocery,BigBasket,BB Weekly Veggies,Puspita,2456.21
2023-05-12,2023,2023-12,2023-W49,Tuesday,Anirban-ICICI,Gifts & Donations,Temple,Temple Donation Box,Anirban,943.14
2023-05-12,2023,2023-12,2023-W49,Tuesday,Puspita-Bandhan,Travel,Flight,GoAir Booking - Home,Puspita,12533.46
2023-05-12,2023,2023-12,2023-W49,Tuesday,Puspita-SBI,Beauty,Makeup,Eye Makeup Kit,Puspita,1418.09
2023-05-12,2023,2023-12,2023-W49,Tuesday,Anirban-ICICI,Travel,Flight,Indigo Booking - Delhi,Anirban,3456.08
2023-06-12,2023,2023-12,2023-W49,Wednesday,Anirban-ICICI,Health,Medicines,Local Chemist Purchase,Anirban,1133.29
2023-06-12,2023,2023-12,2023-W49,Wednesday,Puspita-SBI,Household,Electrical Repairs,Wiring Check,Puspita,1876.67
2023-06-12,2023,2023-12,2023-W49,Wednesday,Puspita-SBI,Education,Books,Cookbook Order,Puspita,1295.52
2023-06-12,2023,2023-12,2023-W49,Wednesday,Anirban-SBI,Household,Pest Control,Mosquito Control Spray,Anirban,1152.82
2023-10-12,2023,2023-12,2023-W49,Sunday,Anirban-ICICI,Insurance Premium,ULIP,Monthly ULIP Premium,Anirban,4000.0
2023-12-01,2023,2023-12,2023-W50,Friday,Anirban-ICICI,Insurance Premium,Health Insurance,Monthly Health Insurance Premium,Anirban,1200.0
